id,group,age_demographic_tag,theme,gift_idea,why_unique,price_band,price_range
935,"Senior women, 56+","Health, ease, devotion, memories",Hobbies,Painting / colouring-for-adults set,"A calming, expressive outlet for quiet afternoons.",B,"Rs 500-1,500"
936,"Senior women, 56+","Health, ease, devotion, memories",Hobbies,Baking / dessert-making kit,Everything to spoil the family with home bakes.,B,"Rs 500-1,500"
937,"Senior women, 56+","Health, ease, devotion, memories",Hobbies,Devotional / bhajan music player,Chants and hymns at the touch of a button.,B,"Rs 500-1,500"
938,"Senior women, 56+","Health, ease, devotion, memories",Hobbies,Sewing machine (beginner-friendly),Reignites a love of stitching and mending.,D,"Rs 5,000+"
939,"Senior women, 56+","Health, ease, devotion, memories",Hobbies,Indoor herb / flower gardening kit,"A living, rewarding hobby for the balcony.",B,"Rs 500-1,500"
940,"Senior women, 56+","Health, ease, devotion, memories",Hobbies,Sari / craft upcycling kit,Turns cherished fabrics into new creations.,B,"Rs 500-1,500"
941,"Senior women, 56+","Health, ease, devotion, memories",Reading & Devotion,E-reader with large adjustable font,"A whole library, gentle on ageing eyes.",D,"Rs 5,000+"
942,"Senior women, 56+","Health, ease, devotion, memories",Reading & Devotion,Large-print books / scriptures,Comfortable reading of beloved texts.,B,"Rs 500-1,500"
943,"Senior women, 56+","Health, ease, devotion, memories",Reading & Devotion,Audiobook / spiritual-audio subscription,Stories and prayers for resting eyes.,C,"Rs 1,500-5,000"
944,"Senior women, 56+","Health, ease, devotion, memories",Reading & Devotion,Reading lamp with magnifier,"Bright, magnified comfort for fine print.",B,"Rs 500-1,500"
945,"Senior women, 56+","Health, ease, devotion, memories",Reading & Devotion,Devotional-audio easy player,Aartis and bhajans at one simple press.,B,"Rs 500-1,500"
946,"Senior women, 56+","Health, ease, devotion, memories",Reading & Devotion,Illustrated mythology / classics set,"Timeless tales in a beautiful, giftable edition.",C,"Rs 1,500-5,000"
947,"Senior women, 56+","Health, ease, devotion, memories",Reading & Devotion,Personalised prayer / pooja accessory set,Elevates a cherished daily ritual.,C,"Rs 1,500-5,000"
948,"Senior women, 56+","Health, ease, devotion, memories",Reading & Devotion,Wireless neckband for comfortable listening,"Easy audio for TV, music and calls.",B,"Rs 500-1,500"
949,"Senior women, 56+","Health, ease, devotion, memories",Reading & Devotion,Magazine / periodical annual subscription,"A cherished, regular delight delivered home.",C,"Rs 1,500-5,000"
950,"Senior women, 56+","Health, ease, devotion, memories",Reading & Devotion,Personalised bookmark + book set,A thoughtful nudge for the lifelong reader.,A,Rs 0-500
951,"Senior women, 56+","Health, ease, devotion, memories",Jewellery & Keepsakes,Family-name / kids-initial pendant,Her whole family worn close to the heart.,C,"Rs 1,500-5,000"
952,"Senior women, 56+","Health, ease, devotion, memories",Jewellery & Keepsakes,Personalised birthstone jewellery,"Meaningful, elegant and worn with love.",C,"Rs 1,500-5,000"
953,"Senior women, 56+","Health, ease, devotion, memories",Jewellery & Keepsakes,Pearl / traditional jewellery set,Timeless elegance for festivals and occasions.,D,"Rs 5,000+"
954,"Senior women, 56+","Health, ease, devotion, memories",Jewellery & Keepsakes,Custom-engraved bangle / kada,"A personal, wearable keepsake with meaning.",C,"Rs 1,500-5,000"
955,"Senior women, 56+","Health, ease, devotion, memories",Jewellery & Keepsakes,Photo-locket with family picture,A loved face kept close; classic and sentimental.,B,"Rs 500-1,500"
956,"Senior women, 56+","Health, ease, devotion, memories",Jewellery & Keepsakes,Premium silk saree / stole,"A graceful, cherished addition to her wardrobe.",D,"Rs 5,000+"
957,"Senior women, 56+","Health, ease, devotion, memories",Jewellery & Keepsakes,Personalised jewellery organiser box,Keeps treasured pieces safe and beautifully stored.,B,"Rs 500-1,500"
958,"Senior women, 56+","Health, ease, devotion, memories",Jewellery & Keepsakes,Elegant shawl / pashmina wrap,"Soft, warm luxury for years of winters.",D,"Rs 5,000+"
959,"Senior women, 56+","Health, ease, devotion, memories",Jewellery & Keepsakes,Custom name / mangalsutra-style piece,"A meaningful, personal keepsake for her.",D,"Rs 5,000+"
960,"Senior women, 56+","Health, ease, devotion, memories",Jewellery & Keepsakes,Anniversary / milestone engraved locket,Marks a lifetime of love in a wearable form.,C,"Rs 1,500-5,000"
961,"Senior women, 56+","Health, ease, devotion, memories",Wellness,Massage-chair pad (full body),Home-spa relaxation for tired muscles.,D,"Rs 5,000+"
962,"Senior women, 56+","Health, ease, devotion, memories",Wellness,Herbal / Ayurvedic wellness hamper,"Thoughtful, health-first indulgence.",C,"Rs 1,500-5,000"
963,"Senior women, 56+","Health, ease, devotion, memories",Wellness,Aroma diffuser + calming oils,"A soothing, fragrant home atmosphere.",B,"Rs 500-1,500"
964,"Senior women, 56+","Health, ease, devotion, memories",Wellness,Heated eye-massager,"Relieves tired eyes; a small, felt luxury.",C,"Rs 1,500-5,000"
965,"Senior women, 56+","Health, ease, devotion, memories",Wellness,Acupressure foot roller / slippers,Simple daily circulation and relief.,B,"Rs 500-1,500"
966,"Senior women, 56+","Health, ease, devotion, memories",Wellness,Herbal tea / kadha sampler,"Warm, healthful rituals in a cup.",B,"Rs 500-1,500"
967,"Senior women, 56+","Health, ease, devotion, memories",Wellness,Handheld personal massager,"Targeted relief for shoulders, back and legs.",B,"Rs 500-1,500"
968,"Senior women, 56+","Health, ease, devotion, memories",Wellness,Sleep-sound / white-noise machine,Gentle soundscapes for restful nights.,B,"Rs 500-1,500"
969,"Senior women, 56+","Health, ease, devotion, memories",Wellness,Warm thermal / fleece blanket,Cosy comfort for cold mornings and evenings.,C,"Rs 1,500-5,000"
970,"Senior women, 56+","Health, ease, devotion, memories",Wellness,Sunlight / vitamin-D therapy lamp,Mood and energy support through dull days.,C,"Rs 1,500-5,000"
971,"Senior women, 56+","Health, ease, devotion, memories",Everyday Tech & Experiences,Large-button easy mobile phone,Simple calls without menu confusion; independence gifted.,C,"Rs 1,500-5,000"
972,"Senior women, 56+","Health, ease, devotion, memories",Everyday Tech & Experiences,Voice-assistant smart speaker,"Hands-free music, reminders and bhajans; surprisingly loved.",C,"Rs 1,500-5,000"
973,"Senior women, 56+","Health, ease, devotion, memories",Everyday Tech & Experiences,Tablet set up for video calls,Effortless face-to-face time with grandchildren.,D,"Rs 5,000+"
974,"Senior women, 56+","Health, ease, devotion, memories",Everyday Tech & Experiences,Digital photo frame (auto-updating),Family photos beamed from afar; connection gifted.,D,"Rs 5,000+"
975,"Senior women, 56+","Health, ease, devotion, memories",Everyday Tech & Experiences,Devotional / pilgrimage trip voucher,A meaningful journey to a cherished place.,D,"Rs 5,000+"
976,"Senior women, 56+","Health, ease, devotion, memories",Everyday Tech & Experiences,Family staycation gift (comfortable),Quality time together in comfort.,D,"Rs 5,000+"
977,"Senior women, 56+","Health, ease, devotion, memories",Everyday Tech & Experiences,Personalised legacy-interview video,Her life story recorded for generations.,C,"Rs 1,500-5,000"
978,"Senior women, 56+","Health, ease, devotion, memories",Everyday Tech & Experiences,Ayurveda / wellness-centre package,Rejuvenation guided by trained hands.,D,"Rs 5,000+"
979,"Senior women, 56+","Health, ease, devotion, memories",Everyday Tech & Experiences,Emergency SOS pendant,One press for help; safety and reassurance.,C,"Rs 1,500-5,000"
980,"Senior women, 56+","Health, ease, devotion, memories",Everyday Tech & Experiences,Personalised photo-memory book (curated),Her life in pictures; deeply moving and treasured.,C,"Rs 1,500-5,000"
981,"Senior women, 56+","Health, ease, devotion, memories",Faith & Spiritual,Premium pooja / prayer accessory set,Elevates a cherished daily spiritual ritual.,C,"Rs 1,500-5,000"
982,"Senior women, 56+","Health, ease, devotion, memories",Faith & Spiritual,Bhajan & aarti smart audio box,Devotional favourites at one simple press.,B,"Rs 500-1,500"
983,"Senior women, 56+","Health, ease, devotion, memories",Faith & Spiritual,Illustrated scripture / classics (large print),"Beloved texts in a comfortable, giftable edition.",C,"Rs 1,500-5,000"
984,"Senior women, 56+","Health, ease, devotion, memories",Faith & Spiritual,Spiritual mala / prayer beads,"A meaningful, calming daily companion.",B,"Rs 500-1,500"
985,"Senior women, 56+","Health, ease, devotion, memories",Faith & Spiritual,Meditation cushion + guide set,Comfort and structure for a mindful practice.,B,"Rs 500-1,500"
986,"Senior women, 56+","Health, ease, devotion, memories",Faith & Spiritual,Personalised prayer-corner art / nameplate,"A warm, custom touch for the home shrine.",B,"Rs 500-1,500"
987,"Senior women, 56+","Health, ease, devotion, memories",Faith & Spiritual,Incense / dhoop premium collection,Fragrant essentials for daily devotion.,B,"Rs 500-1,500"
988,"Senior women, 56+","Health, ease, devotion, memories",Faith & Spiritual,Devotional-discourse audiobook set,Wisdom and calm for quiet afternoons.,C,"Rs 1,500-5,000"
989,"Senior women, 56+","Health, ease, devotion, memories",Faith & Spiritual,Brass / eco diya + lamp set,Elegant essentials for prayers and festivals.,C,"Rs 1,500-5,000"
990,"Senior women, 56+","Health, ease, devotion, memories",Faith & Spiritual,Pilgrimage travel-comfort kit,Thoughtful gear for a meaningful journey.,C,"Rs 1,500-5,000"
991,"Senior women, 56+","Health, ease, devotion, memories",Comfort Clothing,Soft warm shawl / stole,"Cosy, graceful warmth for cool mornings.",C,"Rs 1,500-5,000"
992,"Senior women, 56+","Health, ease, devotion, memories",Comfort Clothing,Anti-slip comfort footwear,"Safe, cushioned support for daily wear.",B,"Rs 500-1,500"
993,"Senior women, 56+","Health, ease, devotion, memories",Comfort Clothing,Premium cotton nightwear set,"Breathable, soft comfort for restful nights.",B,"Rs 500-1,500"
994,"Senior women, 56+","Health, ease, devotion, memories",Comfort Clothing,Thermal innerwear set (winter),"Gentle, lightweight warmth under everything.",B,"Rs 500-1,500"
995,"Senior women, 56+","Health, ease, devotion, memories",Comfort Clothing,Easy-wear kaftan / house-dress set,"Elegant, effortless everyday comfort.",C,"Rs 1,500-5,000"
996,"Senior women, 56+","Health, ease, devotion, memories",Comfort Clothing,Warm bed-socks + gloves set,Small cosy comforts for cold days.,A,Rs 0-500
997,"Senior women, 56+","Health, ease, devotion, memories",Comfort Clothing,Lightweight quilted jacket,Warmth without weight for outings.,C,"Rs 1,500-5,000"
998,"Senior women, 56+","Health, ease, devotion, memories",Comfort Clothing,Personalised warm blanket-wrap,"A custom, cosy hug for TV and reading time.",C,"Rs 1,500-5,000"
999,"Senior women, 56+","Health, ease, devotion, memories",Comfort Clothing,Compression / support socks,Gentle circulation support for tired legs.,B,"Rs 500-1,500"
1000,"Senior women, 56+","Health, ease, devotion, memories",Comfort Clothing,Soft handloom saree / comfortable wear,"A graceful, cherished everyday piece.",D,"Rs 5,000+"
1001,Unisex / anyone,"Couples, friends, siblings, coworkers",Couples,Personalised couple star-map frame,The night sky of the day they met; deeply romantic.,B,"Rs 500-1,500"
1002,Unisex / anyone,"Couples, friends, siblings, coworkers",Couples,Custom couple caricature on wood,"A playful, personal keepsake of the two of them.",B,"Rs 500-1,500"
1003,Unisex / anyone,"Couples, friends, siblings, coworkers",Couples,Matching engraved couple bracelets,"Subtle, wearable symbols of a shared bond.",B,"Rs 500-1,500"
1004,Unisex / anyone,"Couples, friends, siblings, coworkers",Couples,Long-distance touch-lamp pair,"Tap one, the other glows; connection across cities.",D,"Rs 5,000+"
1005,Unisex / anyone,"Couples, friends, siblings, coworkers",Couples,Couple's cooking / date-night kit,A shared experience-in-a-box for a memorable evening.,C,"Rs 1,500-5,000"
1006,Unisex / anyone,"Couples, friends, siblings, coworkers",Couples,Personalised photo-cube / rolling cube,Rotating photos of their story; a novel keepsake.,C,"Rs 1,500-5,000"
1007,Unisex / anyone,"Couples, friends, siblings, coworkers",Couples,'Our adventures' scratch-off map,Scratch the places they've been together; goal-setting fun.,B,"Rs 500-1,500"
1008,Unisex / anyone,"Couples, friends, siblings, coworkers",Couples,Custom song-lyric / Spotify frame,"Their anthem, framed; personal and heartfelt.",B,"Rs 500-1,500"
1009,Unisex / anyone,"Couples, friends, siblings, coworkers",Couples,Couple's spa / massage voucher,Shared relaxation; a memory over an object.,D,"Rs 5,000+"
1010,Unisex / anyone,"Couples, friends, siblings, coworkers",Couples,Message-in-a-bottle keepsake set,Little notes to open on hard or special days.,A,Rs 0-500
1011,Unisex / anyone,"Couples, friends, siblings, coworkers",Friends,'Open when...' letter box set,Notes for every mood; thoughtful and unforgettable.,B,"Rs 500-1,500"
1012,Unisex / anyone,"Couples, friends, siblings, coworkers",Friends,Personalised friendship-journey frame,"Milestones of a friendship, mapped and framed.",B,"Rs 500-1,500"
1013,Unisex / anyone,"Couples, friends, siblings, coworkers",Friends,Matching best-friend keychains,"A small, everyday symbol of the bond.",A,Rs 0-500
1014,Unisex / anyone,"Couples, friends, siblings, coworkers",Friends,Custom bobblehead of your friend,"A hilarious, personal desk companion.",C,"Rs 1,500-5,000"
1015,Unisex / anyone,"Couples, friends, siblings, coworkers",Friends,Shared-memory photo-book (curated),Years of inside jokes in one keepsake.,C,"Rs 1,500-5,000"
1016,Unisex / anyone,"Couples, friends, siblings, coworkers",Friends,Friendship-day caricature,Captures the duo's personality with humour.,B,"Rs 500-1,500"
1017,Unisex / anyone,"Couples, friends, siblings, coworkers",Friends,Board-game / party-game night set,Fuels the get-togethers that keep friends close.,B,"Rs 500-1,500"
1018,Unisex / anyone,"Couples, friends, siblings, coworkers",Friends,Personalised playlist / cassette keychain,Their shared soundtrack in a retro trinket.,A,Rs 0-500
1019,Unisex / anyone,"Couples, friends, siblings, coworkers",Friends,Group-trip experience voucher,An adventure to share; the ultimate friend gift.,C,"Rs 1,500-5,000"
1020,Unisex / anyone,"Couples, friends, siblings, coworkers",Friends,Customised inside-joke mug / tee,A daily-use item that makes them grin.,A,Rs 0-500
1021,Unisex / anyone,"Couples, friends, siblings, coworkers",Siblings & Family,Personalised sibling photo-frame,A warm keepsake of the sibling bond.,B,"Rs 500-1,500"
1022,Unisex / anyone,"Couples, friends, siblings, coworkers",Siblings & Family,Custom family-portrait illustration,The whole family as art; treasured on the wall.,B,"Rs 500-1,500"
1023,Unisex / anyone,"Couples, friends, siblings, coworkers",Siblings & Family,Rakhi / festival personalised hamper,"Thoughtful, occasion-perfect and full of meaning.",C,"Rs 1,500-5,000"
1024,Unisex / anyone,"Couples, friends, siblings, coworkers",Siblings & Family,Sibling caricature standee,"Playful, personal and instantly loved.",B,"Rs 500-1,500"
1025,Unisex / anyone,"Couples, friends, siblings, coworkers",Siblings & Family,'Reasons I love you' message jar,Little notes that land straight in the heart.,A,Rs 0-500
1026,Unisex / anyone,"Couples, friends, siblings, coworkers",Siblings & Family,Family-recipe keepsake cookbook,Preserves the flavours of home for generations.,C,"Rs 1,500-5,000"
1027,Unisex / anyone,"Couples, friends, siblings, coworkers",Siblings & Family,Personalised family-tree wall art,Roots and generations honoured beautifully.,C,"Rs 1,500-5,000"
1028,Unisex / anyone,"Couples, friends, siblings, coworkers",Siblings & Family,Matching family sweatshirts / co-ord,Photo-ready togetherness for the whole clan.,C,"Rs 1,500-5,000"
1029,Unisex / anyone,"Couples, friends, siblings, coworkers",Siblings & Family,Custom voice-note keepsake frame,Plays a loved one's message on demand.,B,"Rs 500-1,500"
1030,Unisex / anyone,"Couples, friends, siblings, coworkers",Siblings & Family,Family board-game night bundle,Screen-free evenings that bring everyone together.,B,"Rs 500-1,500"
1031,Unisex / anyone,"Couples, friends, siblings, coworkers",Coworkers,Personalised desk-nameplate / organiser,"A dignified, useful upgrade for their workspace.",B,"Rs 500-1,500"
1032,Unisex / anyone,"Couples, friends, siblings, coworkers",Coworkers,Custom profession caricature,A witty nod to their role; a desk favourite.,B,"Rs 500-1,500"
1033,Unisex / anyone,"Couples, friends, siblings, coworkers",Coworkers,Premium coffee / tea desk hamper,Fuels the workday with a touch of indulgence.,C,"Rs 1,500-5,000"
1034,Unisex / anyone,"Couples, friends, siblings, coworkers",Coworkers,Desk plant + minimalist planter,A bit of calm and life for the office corner.,B,"Rs 500-1,500"
1035,Unisex / anyone,"Couples, friends, siblings, coworkers",Coworkers,Personalised notebook + pen set,"Thoughtful, professional and genuinely used.",B,"Rs 500-1,500"
1036,Unisex / anyone,"Couples, friends, siblings, coworkers",Coworkers,Farewell / promotion memory frame,Marks a milestone with warmth and class.,B,"Rs 500-1,500"
1037,Unisex / anyone,"Couples, friends, siblings, coworkers",Coworkers,Wireless charging desk-clock,"A clean, useful gadget for any professional.",C,"Rs 1,500-5,000"
1038,Unisex / anyone,"Couples, friends, siblings, coworkers",Coworkers,Motivational desk-mat (personalised),Their name and goals under the keyboard daily.,B,"Rs 500-1,500"
1039,Unisex / anyone,"Couples, friends, siblings, coworkers",Coworkers,Trophy / recognition award (custom),Celebrates a win in a keepsake they'll display.,B,"Rs 500-1,500"
1040,Unisex / anyone,"Couples, friends, siblings, coworkers",Coworkers,Team-experience / lunch voucher,Shared time that strengthens work bonds.,C,"Rs 1,500-5,000"
1041,Unisex / anyone,"Couples, friends, siblings, coworkers",Housewarming,Personalised family-name nameplate,Marks the new home with pride from day one.,B,"Rs 500-1,500"
1042,Unisex / anyone,"Couples, friends, siblings, coworkers",Housewarming,Custom house-portrait illustration,Their new home as art; a heartfelt first-day gift.,C,"Rs 1,500-5,000"
1043,Unisex / anyone,"Couples, friends, siblings, coworkers",Housewarming,Premium scented-candle gift set,"A warm, welcoming scent for the new space.",B,"Rs 500-1,500"
1044,Unisex / anyone,"Couples, friends, siblings, coworkers",Housewarming,Indoor plant + designer planter,A living housewarming that grows with the home.,B,"Rs 500-1,500"
1045,Unisex / anyone,"Couples, friends, siblings, coworkers",Housewarming,Personalised doormat,"A cheerful, custom welcome at the front door.",B,"Rs 500-1,500"
1046,Unisex / anyone,"Couples, friends, siblings, coworkers",Housewarming,Bar / entertaining accessory set,Ready-to-host essentials for the new place.,C,"Rs 1,500-5,000"
1047,Unisex / anyone,"Couples, friends, siblings, coworkers",Housewarming,Wall-clock / statement décor piece,A finishing touch for the fresh living room.,C,"Rs 1,500-5,000"
1048,Unisex / anyone,"Couples, friends, siblings, coworkers",Housewarming,Custom map / coordinates art of the home,Their address turned into meaningful wall art.,B,"Rs 500-1,500"
1049,Unisex / anyone,"Couples, friends, siblings, coworkers",Housewarming,Kitchen-essentials starter hamper,"Practical, thoughtful and immediately useful.",C,"Rs 1,500-5,000"
1050,Unisex / anyone,"Couples, friends, siblings, coworkers",Housewarming,Personalised key-holder / entry organiser,"Tidy, warm and useful from the very first day.",B,"Rs 500-1,500"
1051,Unisex / anyone,"Couples, friends, siblings, coworkers",Quirky & Fun,Levitating / floating moon lamp,A gravity-defying centrepiece and conversation-starter.,D,"Rs 5,000+"
1052,Unisex / anyone,"Couples, friends, siblings, coworkers",Quirky & Fun,Anti-gravity water-drop humidifier,Mesmerising floating droplets; oddly delightful.,B,"Rs 500-1,500"
1053,Unisex / anyone,"Couples, friends, siblings, coworkers",Quirky & Fun,Self-stirring / temperature mug,"A small, futuristic daily luxury.",B,"Rs 500-1,500"
1054,Unisex / anyone,"Couples, friends, siblings, coworkers",Quirky & Fun,Retro voice-recorder tape keychain,Records and replays; charmingly nostalgic.,A,Rs 0-500
1055,Unisex / anyone,"Couples, friends, siblings, coworkers",Quirky & Fun,Levitating Bluetooth speaker,Floating 360-degree sound; instant wow.,D,"Rs 5,000+"
1056,Unisex / anyone,"Couples, friends, siblings, coworkers",Quirky & Fun,Reverse / capsule quirky umbrella,A practical gift with a genuine style twist.,B,"Rs 500-1,500"
1057,Unisex / anyone,"Couples, friends, siblings, coworkers",Quirky & Fun,Mini arcade retro-game console,Pocket nostalgia loaded with childhood classics.,B,"Rs 500-1,500"
1058,Unisex / anyone,"Couples, friends, siblings, coworkers",Quirky & Fun,Galaxy / aurora projector lamp,Turns any room into a dreamy light show.,B,"Rs 500-1,500"
1059,Unisex / anyone,"Couples, friends, siblings, coworkers",Quirky & Fun,Funny personalised prank gift box,A shared laugh wrapped as a gift.,C,"Rs 1,500-5,000"
1060,Unisex / anyone,"Couples, friends, siblings, coworkers",Quirky & Fun,Magnetic sand / kinetic desk toy,"Hypnotic, calming fidget décor for any desk.",B,"Rs 500-1,500"
1061,Unisex / anyone,"Couples, friends, siblings, coworkers",Plants & Green,Bonsai plant + care kit,"A living, meditative hobby for any windowsill.",C,"Rs 1,500-5,000"
1062,Unisex / anyone,"Couples, friends, siblings, coworkers",Plants & Green,Self-watering smart planter,Keeps greenery thriving even for the forgetful.,C,"Rs 1,500-5,000"
1063,Unisex / anyone,"Couples, friends, siblings, coworkers",Plants & Green,Terrarium DIY kit,A tiny green world they build and tend.,B,"Rs 500-1,500"
1064,Unisex / anyone,"Couples, friends, siblings, coworkers",Plants & Green,Lucky bamboo / money-plant arrangement,"A thoughtful, low-maintenance good-luck gift.",B,"Rs 500-1,500"
1065,Unisex / anyone,"Couples, friends, siblings, coworkers",Plants & Green,Herb-garden windowsill kit,Fresh herbs on hand for the home cook.,B,"Rs 500-1,500"
1066,Unisex / anyone,"Couples, friends, siblings, coworkers",Plants & Green,Air-purifying plant duo + pots,Cleaner air and calm in one living gift.,B,"Rs 500-1,500"
1067,Unisex / anyone,"Couples, friends, siblings, coworkers",Plants & Green,Personalised engraved planter,A custom pot that makes any plant a keepsake.,B,"Rs 500-1,500"
1068,Unisex / anyone,"Couples, friends, siblings, coworkers",Plants & Green,Succulent-collection starter set,"Hardy, charming greenery for beginners.",B,"Rs 500-1,500"
1069,Unisex / anyone,"Couples, friends, siblings, coworkers",Plants & Green,Grow-your-own flowers kit,Seeds to blooms; a rewarding little project.,A,Rs 0-500
1070,Unisex / anyone,"Couples, friends, siblings, coworkers",Plants & Green,Smart plant-care sensor,Tells them exactly what the plant needs; clever.,C,"Rs 1,500-5,000"
1071,Unisex / anyone,"Couples, friends, siblings, coworkers",Subscriptions,Curated monthly subscription box (3m),Anticipation and delight delivered every month.,D,"Rs 5,000+"
1072,Unisex / anyone,"Couples, friends, siblings, coworkers",Subscriptions,Streaming / OTT annual gift card,Endless entertainment; safe and always welcome.,C,"Rs 1,500-5,000"
1073,Unisex / anyone,"Couples, friends, siblings, coworkers",Subscriptions,Coffee / tea subscription (3 months),A fresh discovery for the ritual-lover monthly.,C,"Rs 1,500-5,000"
1074,Unisex / anyone,"Couples, friends, siblings, coworkers",Subscriptions,Book-of-the-month subscription,"A new read and a habit, delivered.",C,"Rs 1,500-5,000"
1075,Unisex / anyone,"Couples, friends, siblings, coworkers",Subscriptions,Audiobook / podcast annual subscription,"Stories for commutes, chores and downtime.",C,"Rs 1,500-5,000"
1076,Unisex / anyone,"Couples, friends, siblings, coworkers",Subscriptions,Meal-kit / gourmet-snack box,Cooking adventures without the grocery run.,C,"Rs 1,500-5,000"
1077,Unisex / anyone,"Couples, friends, siblings, coworkers",Subscriptions,Experience-day gift voucher (choose-your-own),They pick the adventure; the flexible perfect gift.,D,"Rs 5,000+"
1078,Unisex / anyone,"Couples, friends, siblings, coworkers",Subscriptions,Fitness / meditation app annual gift,A year of wellbeing that keeps giving.,B,"Rs 500-1,500"
1079,Unisex / anyone,"Couples, friends, siblings, coworkers",Subscriptions,Plant / gardening subscription,Fresh greenery delivered for the plant-lover.,C,"Rs 1,500-5,000"
1080,Unisex / anyone,"Couples, friends, siblings, coworkers",Subscriptions,Personalised digital-magazine subscription,"Their passion, delivered regularly and thoughtfully.",C,"Rs 1,500-5,000"
1081,Unisex / anyone,"Couples, friends, siblings, coworkers",Sentimental,Custom illustrated portrait (from photo),A loved one or pet as art; treasured and unique.,B,"Rs 500-1,500"
1082,Unisex / anyone,"Couples, friends, siblings, coworkers",Sentimental,Personalised message / memory jar (365),A year of little notes to open one by one.,A,Rs 0-500
1083,Unisex / anyone,"Couples, friends, siblings, coworkers",Sentimental,Spotify-code + photo keepsake,A song and a memory in one small treasure.,A,Rs 0-500
1084,Unisex / anyone,"Couples, friends, siblings, coworkers",Sentimental,Personalised wooden photo puzzle,A shared memory to build together and keep.,A,Rs 0-500
1085,Unisex / anyone,"Couples, friends, siblings, coworkers",Sentimental,Custom map of 'where it all began',A meaningful place framed with a date.,B,"Rs 500-1,500"
1086,Unisex / anyone,"Couples, friends, siblings, coworkers",Sentimental,Engraved keepsake box,"A beautiful home for letters, trinkets and memories.",B,"Rs 500-1,500"
1087,Unisex / anyone,"Couples, friends, siblings, coworkers",Sentimental,Personalised year-in-review photo book,"A whole year of memories, curated and bound.",C,"Rs 1,500-5,000"
1088,Unisex / anyone,"Couples, friends, siblings, coworkers",Sentimental,Fingerprint / handprint keepsake art,"A literal touch of a loved one, framed.",B,"Rs 500-1,500"
1089,Unisex / anyone,"Couples, friends, siblings, coworkers",Sentimental,Voice-waveform art (their words),A loved one's words turned into wall art.,B,"Rs 500-1,500"
1090,Unisex / anyone,"Couples, friends, siblings, coworkers",Sentimental,Time-capsule letter kit,Notes to a future self or loved one; profoundly personal.,A,Rs 0-500
1091,Unisex / anyone,"Couples, friends, siblings, coworkers",Anniversary & Milestone,Personalised anniversary star-map,"The sky of the day it all began, framed.",B,"Rs 500-1,500"
1092,Unisex / anyone,"Couples, friends, siblings, coworkers",Anniversary & Milestone,Custom '10/25/50 years' keepsake,Marks a milestone with warmth and class.,C,"Rs 1,500-5,000"
1093,Unisex / anyone,"Couples, friends, siblings, coworkers",Anniversary & Milestone,Engraved milestone crystal / plaque,A striking keepsake for a landmark moment.,C,"Rs 1,500-5,000"
1094,Unisex / anyone,"Couples, friends, siblings, coworkers",Anniversary & Milestone,Year-in-review photo-book (curated),"A whole chapter of memories, beautifully bound.",C,"Rs 1,500-5,000"
1095,Unisex / anyone,"Couples, friends, siblings, coworkers",Anniversary & Milestone,Personalised couple / family portrait,Their people as art; treasured for years.,B,"Rs 500-1,500"
1096,Unisex / anyone,"Couples, friends, siblings, coworkers",Anniversary & Milestone,Custom song / voice-note keepsake frame,Plays a loved one's message on demand.,B,"Rs 500-1,500"
1097,Unisex / anyone,"Couples, friends, siblings, coworkers",Anniversary & Milestone,Milestone experience gift box,A curated celebration ready to redeem.,D,"Rs 5,000+"
1098,Unisex / anyone,"Couples, friends, siblings, coworkers",Anniversary & Milestone,Time-capsule / letters keepsake kit,Notes to open on future milestones; deeply personal.,A,Rs 0-500
1099,Unisex / anyone,"Couples, friends, siblings, coworkers",Anniversary & Milestone,Personalised wedding / event caricature,"A playful, personal memory of the big day.",B,"Rs 500-1,500"
1100,Unisex / anyone,"Couples, friends, siblings, coworkers",Anniversary & Milestone,Coordinates art of a milestone place,A meaningful place framed with a date.,B,"Rs 500-1,500"
1101,"Premium, Rs 5000+",Statement gifts that land hard,Luxury Tech,Flagship noise-cancelling headphones,Best-in-class silence and sound; a daily-used indulgence.,D,"Rs 5,000+"
1102,"Premium, Rs 5000+",Statement gifts that land hard,Luxury Tech,Premium smartwatch (top-tier),"Health, style and connection in one statement piece.",D,"Rs 5,000+"
1103,"Premium, Rs 5000+",Statement gifts that land hard,Luxury Tech,High-end espresso / bean-to-cup machine,Cafe-quality mornings; a passion gift used every day.,D,"Rs 5,000+"
1104,"Premium, Rs 5000+",Statement gifts that land hard,Luxury Tech,Robot vacuum + mop (self-emptying),Buys back weekend hours; universally loved.,D,"Rs 5,000+"
1105,"Premium, Rs 5000+",Statement gifts that land hard,Luxury Tech,Premium projector for home cinema,Turns any wall into a movie night to remember.,D,"Rs 5,000+"
1106,"Premium, Rs 5000+",Statement gifts that land hard,Luxury Tech,Flagship wireless earbuds (ANC),Effortless premium audio for work and travel.,D,"Rs 5,000+"
1107,"Premium, Rs 5000+",Statement gifts that land hard,Luxury Tech,Smart-home flagship speaker / display,The elegant brain of a connected home.,D,"Rs 5,000+"
1108,"Premium, Rs 5000+",Statement gifts that land hard,Luxury Tech,Drone with pro 4K camera,Aerial creativity and flying joy; a big statement.,D,"Rs 5,000+"
